"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 01-Dec-2023"
"CGPOWER","773.95","785.50","765.20","769.35","783.10","-","13.75","1.79","24,35,865","189.09","874.70","414.30","9.15","69.55"
"NMDC","235.94","239.50","234.45","235.16","239.25","-","4.09","1.74","77,49,880","184.11","286.35","179.90","0.18","27.60"
"ZYDUSLIFE","986.00","996.65","972.00","978.00","995.00","-","17.00","1.74","7,49,763","74.10","1,324.30","630.85","-1.06","53.91"
"KIRLOSENG","1,100.10","1,125.00","1,092.85","1,100.45","1,119.50","-","19.05","1.73","2,47,681","27.53","1,450.00","584.90","-0.51","83.67"
"YESBANK","21.19","21.58","21.09","21.17","21.53","-","0.36","1.70","12,72,28,801","271.63","32.85","19.02","2.67","7.19"
"POWERINDIA","11,953.50","12,130.10","11,720.00","11,899.25","12,100.00","-","200.75","1.69","55,410","66.06","16,549.95","4,745.00","-14.92","147.12"
"KALYANKJIL","720.65","750.00","716.95","720.65","732.60","-","11.95","1.66","77,93,253","574.05","786.25","311.05","10.48","119.81"
"CERA","7,686.30","7,911.90","7,622.15","7,673.35","7,800.00","-","126.65","1.65","15,822","12.32","10,789.95","6,591.20","7.63","-9.47"
"JSWENERGY","670.00","680.00","665.05","664.15","675.05","-","10.90","1.64","32,94,923","221.70","804.90","397.65","1.43","51.29"
"HINDPETRO","393.85","402.25","392.05","391.80","398.20","-","6.40","1.63","81,07,893","323.51","457.15","237.33","4.52","1.96"
"JWL","486.90","495.90","483.20","484.70","492.50","-","7.80","1.61","8,32,620","40.90","748.10","300.50","-2.43","42.52"
"BANKBARODA","261.30","266.95","258.00","259.98","264.00","-","4.02","1.55","1,86,07,076","490.59","299.70","208.00","0.81","24.07"
"INOXWIND","204.22","210.42","204.22","204.22","207.30","-","3.08","1.51","81,14,388","168.40","261.90","80.75","-6.69","-40.60"
"AXISBANK","1,167.50","1,193.85","1,160.00","1,166.40","1,183.90","-","17.50","1.50","75,42,206","892.46","1,339.65","995.70","-0.45","4.10"
"EMAMILTD","635.00","645.00","634.15","632.00","641.40","-","9.40","1.49","5,23,659","33.53","860.00","417.10","-9.04","26.27"
"NH","1,315.00","1,344.95","1,305.10","1,310.60","1,329.95","-","19.35","1.48","3,18,416","42.25","1,444.90","1,080.00","9.63","10.30"
"SHREECEM","26,607.00","27,141.35","26,515.15","26,608.00","26,999.10","-","391.10","1.47","40,294","108.62","30,737.75","23,500.00","7.74","-4.28"
"VBL","631.00","645.00","626.20","633.50","642.70","-","9.20","1.45","56,45,685","362.24","681.12","422.50","8.06","-40.99"
"GSPL","376.00","382.50","373.55","375.70","381.10","-","5.40","1.44","5,47,142","20.74","469.70","260.05","-2.11","32.80"
"EIDPARRY","900.25","912.50","892.70","896.40","909.00","-","12.60","1.41","3,03,221","27.42","918.00","516.90","10.55","58.63"
"MEDANTA","1,165.00","1,183.00","1,153.00","1,157.80","1,174.00","-","16.20","1.40","3,10,266","36.43","1,513.90","908.00","9.06","18.77"
"NAM-INDIA","707.70","724.00","699.15","707.10","716.90","-","9.80","1.39","8,64,843","61.73","748.60","430.00","-1.50","56.56"
"NETWEB","2,900.40","3,030.00","2,885.00","2,876.00","2,914.95","-","38.95","1.35","4,79,824","141.11","3,060.00","948.05","8.33","195.60"
"JINDALSTEL","935.00","951.75","932.65","934.45","947.10","-","12.65","1.35","11,79,083","111.39","1,097.00","674.35","-0.17","36.05"
"OFSS","12,440.90","12,849.95","12,440.90","12,440.90","12,606.85","-","165.95","1.33","1,25,428","158.75","12,849.95","4,038.80","13.74","202.61"
"CASTROLIND","218.90","223.70","216.70","219.67","222.60","-","2.93","1.33","64,63,425","142.54","284.40","137.95","6.36","56.46"
"ANANTRAJ","730.05","746.55","724.00","729.95","739.65","-","9.70","1.33","13,11,030","96.41","796.25","267.50","-2.61","170.20"
"AFFLE","1,773.85","1,810.75","1,760.00","1,772.85","1,796.00","-","23.15","1.31","5,09,394","90.91","1,869.15","998.20","13.44","56.95"
"CELLO","832.85","848.00","818.05","828.25","839.05","-","10.80","1.30","1,49,584","12.46","1,025.00","711.20","0.82","2.27"
"HUDCO","244.00","249.90","241.26","243.85","247.00","-","3.15","1.29","1,03,99,222","256.03","353.70","86.30","9.48","180.93"
"BIRLACORPN","1,262.00","1,291.00","1,256.30","1,264.80","1,281.05","-","16.25","1.28","74,553","9.51","1,802.00","1,072.55","7.95","-12.19"
"CDSL","1,869.00","1,899.00","1,840.55","1,855.95","1,879.75","-","23.80","1.28","80,17,266","1,497.08","1,899.00","811.00","20.40","-2.35"
"GPPL","192.00","194.00","190.32","191.34","193.79","-","2.45","1.28","8,95,995","17.27","250.69","138.00","-0.87","26.51"
"BPCL","297.90","303.90","296.40","297.00","300.80","-","3.80","1.28","95,86,239","288.50","376.00","216.23","-3.56","-37.19"
"INTELLECT","781.00","797.00","777.25","779.15","789.10","-","9.95","1.28","2,60,593","20.62","1,199.00","693.00","4.96","3.85"
"GRANULES","565.00","578.80","561.25","566.95","574.05","-","7.10","1.25","39,55,187","226.41","721.00","365.45","3.01","44.54"
"PERSISTENT","6,090.00","6,188.95","6,065.00","6,101.75","6,178.00","-","76.25","1.25","3,28,540","201.82","6,188.95","1,572.33","12.57","-3.69"
"MAPMYINDIA","1,625.35","1,653.95","1,597.60","1,625.35","1,645.65","-","20.30","1.25","2,95,924","48.31","2,747.85","1,513.00","-14.39","-26.63"
"BEML","4,300.00","4,458.95","4,287.65","4,290.70","4,341.10","-","50.40","1.17","7,00,071","306.63","5,488.00","2,407.40","5.94","76.18"
"TANLA","724.40","761.95","723.00","720.10","728.50","-","8.40","1.17","14,89,317","110.04","1,248.00","665.55","-2.58","-22.32"
"SCI","237.00","242.00","236.04","235.87","238.55","-","2.68","1.14","23,88,832","57.16","384.20","153.05","9.41","51.49"
"HINDCOPPER","283.60","291.80","283.50","284.80","288.00","-","3.20","1.12","62,86,088","181.13","415.80","176.00","-4.61","57.96"
"BIOCON","376.50","381.50","372.75","375.25","379.40","-","4.15","1.11","22,46,084","85.06","395.80","236.90","18.86","56.09"
"ZENSARTECH","775.00","795.00","775.00","773.55","782.10","-","8.55","1.11","7,89,239","62.02","839.50","514.00","9.70","45.66"
"DRREDDY","1,246.00","1,255.15","1,236.35","1,239.85","1,253.55","-","13.70","1.10","17,17,216","214.22","1,421.49","1,074.00","-2.54","-78.36"
"MARUTI","11,200.00","11,375.95","11,121.00","11,182.25","11,303.00","-","120.75","1.08","4,17,212","469.72","13,680.00","9,737.65","0.11","5.24"
"SBILIFE","1,435.00","1,452.95","1,429.30","1,431.85","1,447.00","-","15.15","1.06","13,59,753","196.28","1,936.00","1,307.70","-12.33","-1.30"
"ZOMATO","300.00","303.90","296.25","299.35","302.45","-","3.10","1.04","4,93,08,283","1,480.14","304.65","114.15","23.76","151.77"
"SAIL","122.47","125.12","122.07","122.47","123.73","-","1.26","1.03","1,71,05,088","211.83","175.35","95.50","3.32","23.27"
"ASTRAL","1,834.45","1,850.00","1,825.25","1,825.20","1,843.80","-","18.60","1.02","2,33,857","43.07","2,454.00","1,695.50","3.13","-7.18"
"METROBRAND","1,244.00","1,260.00","1,237.00","1,241.55","1,254.10","-","12.55","1.01","24,715","3.09","1,430.00","990.05","3.86","-9.16"
"GRSE","1,775.00","1,828.80","1,770.00","1,760.25","1,778.00","-","17.75","1.01","10,50,455","188.92","2,833.80","673.45","13.66","104.26"
"PAGEIND","46,100.00","46,599.95","45,915.00","45,946.05","46,400.00","-","453.95","0.99","26,817","123.98","48,393.70","33,070.05","5.93","25.08"
"APTUS","322.40","327.65","320.20","321.45","324.55","-","3.10","0.96","4,28,925","13.95","401.65","286.25","-6.60","7.26"
"CANBK","110.00","110.80","107.72","108.17","109.20","-","1.03","0.95","5,99,63,895","656.06","128.90","82.69","4.34","-75.27"
"ITC","470.00","474.95","467.70","467.50","471.95","-","4.45","0.95","75,51,381","356.71","528.50","399.35","-2.64","0.92"
"KPIL","1,247.75","1,284.90","1,230.00","1,249.15","1,261.00","-","11.85","0.95","6,00,343","75.69","1,449.00","626.95","1.57","77.71"
"COFORGE","8,770.00","8,920.00","8,755.55","8,817.80","8,901.00","-","83.20","0.94","2,68,255","237.89","8,920.00","4,287.25","16.85","54.65"
"EICHERMOT","4,851.00","4,928.70","4,827.55","4,837.55","4,882.85","-","45.30","0.94","3,27,806","160.03","5,105.00","3,562.45","-1.27","19.53"
"TATACONSUM","970.00","976.40","964.10","966.45","975.50","-","9.05","0.94","18,93,708","184.15","1,256.44","900.50","-3.43","1.55"
"GRINFRA","1,648.95","1,661.30","1,631.05","1,634.75","1,650.00","-","15.25","0.93","23,875","3.93","1,860.00","1,078.00","3.57","34.61"
"BHARTIHEXA","1,409.95","1,435.95","1,402.10","1,408.95","1,422.00","-","13.05","0.93","1,85,872","26.41","1,568.00","755.00","-0.46","-"
"KEC","1,212.00","1,223.00","1,185.00","1,203.95","1,215.05","-","11.10","0.92","7,60,900","91.70","1,313.25","586.05","26.86","93.30"
"PNB","109.70","111.13","107.18","109.08","110.08","-","1.00","0.92","5,18,60,465","569.32","142.90","84.50","4.17","27.65"
"KEI","4,451.00","4,522.00","4,450.00","4,454.00","4,494.00","-","40.00","0.90","1,83,409","82.48","5,039.70","2,822.45","12.05","53.49"
"TIMKEN","3,399.00","3,492.40","3,385.00","3,369.85","3,399.40","-","29.55","0.88","92,031","31.74","4,817.90","2,524.50","-1.64","6.21"
"TEJASNET","1,347.75","1,369.90","1,335.25","1,341.70","1,353.00","-","11.30","0.84","11,32,098","153.38","1,495.00","651.25","2.53","63.97"
"SHYAMMETL","848.60","856.95","847.10","845.10","852.20","-","7.10","0.84","1,30,223","11.10","956.90","486.00","-3.04","64.26"
"SCHNEIDER","835.00","842.00","822.50","828.60","835.40","-","6.80","0.82","1,65,761","13.78","980.00","338.00","6.70","144.03"
"GAEL","130.25","131.67","129.20","129.56","130.60","-","1.04","0.80","5,34,010","6.97","210.60","117.77","-0.80","-65.95"
"ICICIGI","1,940.00","1,957.80","1,930.60","1,932.70","1,948.20","-","15.50","0.80","6,96,971","135.68","2,301.90","1,353.50","0.87","33.69"
"UNIONBANK","128.30","130.90","126.78","127.80","128.80","-","1.00","0.78","1,57,82,713","203.75","172.50","106.68","8.88","9.04"
"GAIL","208.87","213.40","208.51","208.87","210.50","-","1.63","0.78","1,40,24,599","296.38","246.30","134.85","6.34","48.56"
"LT","3,832.00","3,883.95","3,800.00","3,831.55","3,861.20","-","29.65","0.77","18,56,552","715.97","3,919.90","3,175.05","7.18","12.95"
"TITAN","3,453.95","3,499.65","3,430.00","3,441.05","3,467.35","-","26.30","0.76","12,78,505","443.85","3,886.95","3,055.65","6.53","-2.98"
"DIXON","17,379.00","17,505.00","17,225.00","17,298.55","17,430.00","-","131.45","0.76","3,17,720","551.98","17,530.00","5,782.85","20.11","189.26"
"ABB","7,540.00","7,574.00","7,490.00","7,488.40","7,545.00","-","56.60","0.76","2,28,811","172.61","9,149.95","4,340.30","4.98","58.04"
"BALAMINES","2,057.05","2,115.00","2,048.00","2,052.75","2,068.15","-","15.40","0.75","39,047","8.12","2,735.00","1,950.05","-2.75","-11.04"
"OBEROIRLTY","2,146.90","2,157.45","2,117.00","2,130.20","2,146.00","-","15.80","0.74","6,28,466","134.33","2,192.00","1,268.15","6.58","45.94"
"USHAMART","407.50","410.00","402.85","404.90","407.90","-","3.00","0.74","4,84,072","19.67","451.00","273.05","-3.96","25.69"
"CHEMPLASTS","506.85","512.85","504.95","506.25","510.00","-","3.75","0.74","52,171","2.66","633.90","402.80","4.45","4.74"
"NLCINDIA","264.40","270.60","263.10","264.35","266.30","-","1.95","0.74","10,83,797","28.95","311.80","177.15","3.28","44.14"
"ASTERDM","491.00","495.75","483.65","488.75","492.25","-","3.50","0.72","14,81,031","72.54","558.00","311.10","11.27","20.75"
"ENGINERSIN","203.00","207.42","202.65","203.22","204.66","-","1.44","0.71","42,04,056","86.36","303.90","147.40","5.90","28.34"
"TATASTEEL","147.50","148.68","146.60","147.07","148.10","-","1.03","0.70","3,06,04,232","451.53","184.60","127.85","-3.43","11.54"
"ERIS","1,451.05","1,469.75","1,440.15","1,450.00","1,460.00","-","10.00","0.69","34,402","5.00","1,543.50","809.15","10.56","58.96"
"KFINTECH","1,263.05","1,285.00","1,235.05","1,256.35","1,264.95","-","8.60","0.68","10,22,560","129.47","1,313.70","456.25","22.52","136.38"
"NETWORK18","79.50","81.20","79.01","79.21","79.75","-","0.54","0.68","38,50,620","30.83","135.70","72.05","-5.26","-19.54"
"UPL","557.85","566.25","556.00","558.20","562.00","-","3.80","0.68","29,70,258","166.91","600.96","430.58","-0.15","-5.16"
"JUBLPHARMA","1,211.50","1,226.00","1,194.20","1,205.20","1,213.35","-","8.15","0.68","94,046","11.41","1,309.90","450.80","-2.66","165.32"
"RHIM","547.05","564.00","546.05","551.30","555.00","-","3.70","0.67","87,479","4.87","824.00","490.00","-5.56","-25.42"
"AARTIIND","449.80","453.40","448.05","449.00","452.00","-","3.00","0.67","12,45,032","56.13","769.25","422.60","-12.10","-22.01"
"EASEMYTRIP","16.75","16.92","16.47","16.63","16.74","-","0.11","0.66","1,89,92,036","31.64","27.00","14.21","-48.89","-57.03"
"KARURVYSYA","240.00","244.90","239.10","240.21","241.79","-","1.58","0.66","21,22,473","51.31","245.00","154.00","6.92","52.81"
"SWSOLAR","513.25","516.00","504.15","509.40","512.75","-","3.35","0.66","11,73,568","59.95","828.00","375.00","-11.55","31.20"
"NBCC","103.35","104.95","102.27","102.83","103.50","-","0.67","0.65","94,37,650","97.97","139.83","48.33","6.16","31.75"
"NSLNISP","48.00","48.65","47.71","48.04","48.35","-","0.31","0.65","26,14,700","12.62","73.70","42.95","0.25","6.05"
"NIACL","205.30","209.58","204.00","204.69","206.00","-","1.31","0.64","8,28,313","17.13","324.70","168.80","7.87","-10.30"
"RATNAMANI","3,337.45","3,370.20","3,325.00","3,326.00","3,346.95","-","20.95","0.63","20,980","7.02","3,978.50","2,581.50","-9.42","-11.08"
"TVSSCS","180.89","183.36","179.61","180.09","181.22","-","1.13","0.63","3,52,940","6.40","217.58","145.00","-5.92","-13.29"
"DIVISLAB","6,140.00","6,192.95","6,105.10","6,096.20","6,134.00","-","37.80","0.62","7,04,328","431.92","6,285.45","3,350.00","4.90","63.24"
"ZEEL","142.80","144.28","140.84","142.87","143.75","-","0.88","0.62","1,57,13,199","224.42","299.70","114.36","17.65","-44.63"
"LICI","977.90","992.95","975.20","976.90","982.85","-","5.95","0.61","13,30,169","131.01","1,222.00","714.00","5.20","30.95"
"CHOLAHLDNG","1,514.95","1,554.10","1,507.20","1,511.85","1,520.90","-","9.05","0.60","1,18,704","18.10","2,154.95","989.05","-13.89","44.00"
"JMFINANCIL","139.90","142.31","138.90","139.27","140.09","-","0.82","0.59","63,35,160","88.91","168.75","69.00","-1.38","60.36"
"NCC","310.15","326.45","310.15","312.10","313.90","-","1.80","0.58","90,00,790","287.22","364.50","154.65","1.78","83.43"
"OLECTRA","1,571.10","1,592.85","1,570.00","1,569.00","1,578.00","-","9.00","0.57","2,48,830","39.34","2,221.95","1,177.45","-2.63","29.49"
"APLAPOLLO","1,572.00","1,581.95","1,560.00","1,568.35","1,577.20","-","8.85","0.56","3,16,023","49.75","1,728.95","1,305.00","3.42","-1.77"
"UCOBANK","49.80","51.94","49.11","49.69","49.97","-","0.28","0.56","3,05,49,545","153.97","70.65","36.75","7.90","25.64"
"INDHOTEL","821.60","831.80","817.00","820.10","824.65","-","4.55","0.55","24,06,124","198.92","831.80","416.90","22.77","87.26"
"3MINDIA","31,420.00","31,739.05","31,133.55","31,278.20","31,444.00","-","165.80","0.53","5,140","16.11","40,856.50","28,498.95","-11.80","1.41"
"RAYMOND","1,629.00","1,634.00","1,616.85","1,618.45","1,627.00","-","8.55","0.53","1,04,397","16.97","3,496.00","1,325.00","-1.26","-3.28"
"WELCORP","787.95","793.60","778.20","783.90","788.00","-","4.10","0.52","2,32,992","18.32","806.00","440.15","5.09","41.27"
"LAURUSLABS","589.10","593.00","583.20","588.35","591.40","-","3.05","0.52","12,66,265","74.53","593.00","360.85","20.26","55.20"
"GMRINFRA","84.35","85.28","84.08","84.03","84.45","-","0.42","0.50","79,02,440","66.88","103.75","58.75","7.10","36.97"
"IDEA","8.09","8.22","7.97","8.08","8.12","-","0.04","0.50","42,71,37,359","346.84","19.18","6.61","-0.74","-37.12"
"DOMS","2,929.60","2,943.00","2,882.00","2,902.15","2,916.50","-","14.35","0.49","72,266","21.06","3,096.40","1,225.60","4.28","-"
