"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 01-Sep-2023"
"KRBL","303.30","307.25","303.05","302.10","306.00","3.90","1.29","4,58,427","14.02","459.75","258.15","4.01","-23.75"
"GESHIP","1,275.25","1,299.00","1,261.00","1,273.70","1,290.00","16.30","1.28","4,80,811","61.74","1,543.70","727.50","-0.10","73.39"
"METROBRAND","1,243.80","1,257.00","1,233.00","1,234.30","1,250.00","15.70","1.27","94,449","11.76","1,441.20","985.55","-3.23","24.00"
"MANKIND","2,454.30","2,471.00","2,438.00","2,411.95","2,442.00","30.05","1.25","12,94,339","317.38","2,555.40","1,683.05","24.38","44.93"
"RENUKA","47.02","47.58","46.95","46.82","47.40","0.58","1.24","48,50,413","22.92","57.25","36.55","2.73","6.09"
"KPIL","1,372.15","1,404.55","1,372.15","1,367.10","1,384.00","16.90","1.24","1,61,652","22.43","1,449.00","601.25","-0.25","105.39"
"HINDZINC","483.60","491.00","479.00","480.10","486.00","5.90","1.23","15,18,727","73.78","807.70","284.60","-23.17","56.63"
"IDBI","88.10","89.30","87.89","87.50","88.57","1.07","1.22","47,80,971","42.30","107.90","59.50","-5.96","57.79"
"SHYAMMETL","818.90","830.00","814.75","814.15","824.00","9.85","1.21","6,28,077","51.74","844.50","420.20","9.69","65.77"
"GRAPHITE","502.00","511.10","498.10","498.10","504.10","6.00","1.20","5,13,956","25.90","709.40","434.20","0.88","8.51"
"CHAMBLFERT","505.00","515.75","504.60","503.95","510.00","6.05","1.20","16,57,160","84.76","574.35","263.45","-1.00","86.49"
"KANSAINER","306.10","310.45","305.15","304.85","308.50","3.65","1.20","5,22,193","16.05","357.30","251.85","-2.02","-12.79"
"JKLAKSHMI","794.95","802.00","790.25","792.10","801.50","9.40","1.19","1,13,979","9.10","999.90","627.95","-7.12","18.06"
"KIMS","2,638.85","2,694.00","2,597.35","2,633.75","2,665.00","31.25","1.19","56,977","14.93","2,694.00","1,750.00","19.06","30.90"
"TORNTPOWER","1,675.95","1,714.10","1,675.60","1,670.45","1,690.20","19.75","1.18","6,00,504","101.70","1,908.00","691.95","-5.83","162.10"
"NSLNISP","52.75","53.48","52.67","52.47","53.09","0.62","1.18","31,72,876","16.84","73.70","39.15","-5.91","-6.63"
"ABFRL","314.90","318.50","312.25","313.30","317.00","3.70","1.18","36,12,342","114.23","348.90","198.75","-7.09","42.75"
"TANLA","931.60","945.00","930.10","928.10","939.00","10.90","1.17","2,89,845","27.26","1,248.00","782.05","-5.26","-3.97"
"MAHABANK","59.25","60.10","59.25","59.09","59.78","0.69","1.17","45,50,580","27.18","73.50","38.65","-4.49","63.16"
"PRESTIGE","1,807.80","1,854.00","1,771.00","1,801.05","1,821.95","20.90","1.16","14,29,192","258.40","2,074.80","591.25","6.92","171.25"
"OBEROIRLTY","1,735.40","1,769.85","1,732.60","1,742.60","1,762.55","19.95","1.14","5,21,608","91.71","1,953.05","1,051.10","-0.39","57.14"
"HEG","2,024.90","2,064.60","2,020.05","2,012.85","2,035.85","23.00","1.14","72,733","14.81","2,743.00","1,461.90","-7.11","14.51"
"SONATSOFTW","662.15","672.35","650.10","660.50","668.00","7.50","1.14","7,11,633","47.12","870.00","469.60","1.28","-36.15"
"NETWORK18","90.10","91.29","89.54","89.34","90.35","1.01","1.13","20,55,911","18.54","135.70","62.80","2.02","37.61"
"TATACHEM","1,060.00","1,068.00","1,055.00","1,052.05","1,063.80","11.75","1.12","4,52,578","48.04","1,349.00","933.00","-0.40","1.07"
"GMMPFAUDLR","1,407.50","1,439.90","1,401.40","1,406.45","1,422.00","15.55","1.11","1,18,370","16.84","1,897.95","1,143.10","-5.53","-17.93"
"MARUTI","12,150.10","12,288.05","12,098.00","12,145.75","12,278.90","133.15","1.10","2,85,122","347.44","13,680.00","9,737.65","-2.54","20.05"
"EXIDEIND","479.40","483.70","475.85","474.75","479.95","5.20","1.10","23,67,852","113.38","620.35","241.70","-3.13","85.48"
"SAIL","128.00","131.05","127.91","127.91","129.30","1.39","1.09","1,26,03,493","163.19","175.35","81.80","-8.58","37.90"
"KAJARIACER","1,422.05","1,441.00","1,421.05","1,414.95","1,430.00","15.05","1.06","83,859","11.99","1,545.00","1,110.35","-7.51","-7.41"
"USHAMART","364.00","367.75","356.10","363.30","367.15","3.85","1.06","11,97,193","43.62","427.80","252.80","-10.43","-7.48"
"TATAINVEST","7,032.00","7,145.00","7,025.90","6,996.15","7,069.90","73.75","1.05","44,286","31.34","9,756.85","2,437.95","17.18","197.21"
"BHARATFORG","1,565.00","1,578.00","1,553.05","1,555.15","1,571.50","16.35","1.05","4,24,183","66.46","1,804.50","1,002.30","-4.13","47.11"
"ARE&M","1,420.00","1,453.00","1,417.00","1,411.45","1,426.20","14.75","1.05","3,27,033","46.96","1,775.95","599.00","-5.65","-"
"GNFC","675.40","681.40","672.55","672.45","679.45","7.00","1.04","4,47,238","30.30","814.90","590.25","0.60","9.64"
"3MINDIA","35,000.00","35,378.95","34,701.05","34,925.45","35,288.00","362.55","1.04","3,284","11.52","40,856.50","28,498.95","-9.51","14.49"
"JUSTDIAL","1,225.00","1,252.00","1,215.15","1,214.40","1,227.00","12.60","1.04","1,67,574","20.51","1,383.95","693.05","2.77","63.53"
"COCHINSHIP","1,830.05","1,874.80","1,820.90","1,820.55","1,839.40","18.85","1.04","10,31,034","190.11","2,979.45","435.60","-25.66","107.67"
"INFY","1,904.90","1,935.00","1,896.00","1,894.65","1,914.15","19.50","1.03","69,09,600","1,327.00","1,975.75","1,351.65","6.73","34.62"
"ASTRAZEN","7,089.95","7,089.95","6,802.85","6,792.85","6,861.50","68.65","1.01","41,787","28.93","7,572.20","4,250.00","-6.44","52.33"
"DEEPAKNTR","2,972.60","2,977.75","2,942.70","2,942.60","2,972.00","29.40","1.00","1,39,811","41.41","3,169.00","1,921.85","-5.97","30.77"
"FIVESTAR","745.00","750.00","733.00","736.65","744.00","7.35","1.00","3,55,020","26.35","862.75","600.05","-2.40","4.20"
"CENTRALBK","58.40","59.34","58.39","58.08","58.65","0.57","0.98","27,80,675","16.34","76.90","36.60","-2.40","74.88"
"TITAN","3,704.00","3,750.00","3,666.00","3,684.55","3,720.50","35.95","0.98","11,09,078","412.88","3,886.95","3,055.65","2.97","14.38"
"RITES","677.00","684.00","675.50","672.75","679.30","6.55","0.97","6,24,747","42.38","825.95","432.30","-10.13","27.31"
"GODREJCP","1,500.00","1,511.90","1,481.70","1,492.05","1,506.55","14.50","0.97","13,99,345","210.12","1,528.25","959.80","1.51","47.33"
"ANANDRATHI","3,848.80","3,900.00","3,839.85","3,834.60","3,871.35","36.75","0.96","17,785","6.90","4,299.95","1,351.00","2.74","172.65"
"BHEL","263.15","267.70","261.85","262.05","264.55","2.50","0.95","1,13,50,960","300.02","335.35","113.50","-3.68","113.40"
"BALRAMCHIN","559.20","567.00","557.35","555.55","560.85","5.30","0.95","7,92,290","44.57","625.00","343.50","24.28","51.37"
"APOLLOHOSP","6,900.00","6,975.85","6,860.70","6,860.70","6,926.00","65.30","0.95","3,54,522","245.14","7,044.00","4,726.00","3.24","43.12"
"GPIL","915.00","927.70","907.00","911.25","919.90","8.65","0.95","2,50,021","22.90","1,223.95","554.30","-15.01","52.79"
"ADANIPORTS","1,439.00","1,464.00","1,435.00","1,435.90","1,449.00","13.10","0.91","15,42,798","224.00","1,621.40","754.50","-6.68","85.35"
"GAIL","219.40","221.84","217.59","217.75","219.73","1.98","0.91","1,09,45,760","240.88","246.30","116.15","0.29","95.87"
"PRAJIND","729.00","735.90","718.95","720.40","726.85","6.45","0.90","5,54,904","40.23","812.95","448.00","10.96","54.96"
"DIXON","12,675.00","12,675.00","12,425.10","12,401.45","12,512.00","110.55","0.89","4,56,291","571.75","13,639.80","4,733.45","13.01","160.44"
"ELGIEQUIP","719.95","725.00","711.80","711.50","717.80","6.30","0.89","2,51,415","18.06","798.95","466.80","0.88","40.74"
"MGL","1,843.15","1,903.85","1,842.00","1,845.45","1,861.50","16.05","0.87","7,52,190","141.38","1,912.15","978.75","-2.91","73.94"
"MHRIL","431.00","436.00","427.60","431.30","435.00","3.70","0.86","1,04,060","4.50","505.00","347.75","-8.79","2.54"
"BIRLACORPN","1,305.05","1,350.00","1,305.05","1,303.90","1,315.00","11.10","0.85","99,736","13.15","1,802.00","1,137.85","-11.84","13.64"
"HONAUT","50,000.00","50,800.00","49,800.00","49,484.35","49,900.00","415.65","0.84","9,360","47.06","59,994.00","34,977.70","-5.49","29.37"
"FINEORG","5,342.00","5,425.40","5,305.30","5,335.30","5,380.00","44.70","0.84","19,524","10.50","5,958.85","4,021.00","-2.13","10.94"
"UNIONBANK","121.55","123.00","120.68","120.08","121.05","0.97","0.81","62,93,832","76.70","172.50","86.70","-8.80","41.16"
"TATACONSUM","1,200.00","1,212.95","1,196.25","1,192.05","1,201.55","9.50","0.80","18,15,998","219.13","1,256.44","846.29","0.54","42.17"
"SUNPHARMA","1,830.00","1,842.25","1,825.70","1,821.85","1,836.10","14.25","0.78","14,60,472","268.21","1,850.00","1,068.35","5.20","64.26"
"MAZDOCK","4,372.05","4,456.00","4,350.00","4,351.15","4,385.00","33.85","0.78","14,96,155","658.63","5,860.00","1,742.00","-16.76","124.77"
"MSUMI","69.62","70.50","69.62","69.37","69.90","0.53","0.76","34,22,032","23.97","80.00","57.85","-3.55","6.79"
"RAMCOCEM","831.70","846.95","831.70","835.70","842.05","6.35","0.76","2,79,638","23.56","1,058.20","700.00","0.42","-6.42"
"NAUKRI","7,475.00","7,544.30","7,430.00","7,418.60","7,474.00","55.40","0.75","1,32,567","99.35","7,746.50","3,972.05","6.35","75.62"
"ADANIENT","2,971.60","3,007.40","2,947.60","2,964.15","2,986.00","21.85","0.74","8,03,782","239.18","3,743.90","2,142.00","-4.48","23.24"
"ADANIENSOL","1,001.05","1,020.00","1,001.05","1,007.05","1,014.40","7.35","0.73","12,69,824","128.68","1,348.00","686.00","-20.16","22.12"
"PNCINFRA","449.90","453.80","448.35","448.90","452.15","3.25","0.72","2,43,584","10.99","574.80","310.10","-7.24","35.83"
"ZYDUSLIFE","1,109.00","1,120.85","1,108.00","1,104.15","1,112.10","7.95","0.72","10,10,547","112.46","1,324.30","567.75","-9.76","83.71"
"CENTURYPLY","797.00","811.00","788.35","796.30","802.00","5.70","0.72","1,08,310","8.69","849.50","594.00","10.31","13.79"
"INDUSTOWER","423.75","429.90","422.40","421.50","424.50","3.00","0.71","50,89,383","216.92","460.35","166.70","8.88","152.34"
"REDINGTON","194.70","196.43","193.12","194.08","195.44","1.36","0.70","8,08,611","15.73","237.55","136.20","-0.34","29.23"
"VTL","493.60","500.00","492.80","493.50","496.95","3.45","0.70","2,28,863","11.38","592.00","338.50","-5.93","26.44"
"CRISIL","4,596.75","4,675.00","4,580.45","4,564.65","4,596.00","31.35","0.69","13,923","6.42","5,268.50","3,660.70","3.49","13.56"
"BRIGADE","1,315.00","1,325.55","1,303.90","1,312.00","1,321.00","9.00","0.69","4,30,894","56.66","1,453.10","565.00","0.50","102.45"
"ALKEM","6,268.05","6,375.00","6,268.05","6,268.05","6,311.00","42.95","0.69","2,80,526","177.38","6,375.00","3,447.00","16.52","70.70"
"IRB","63.00","63.63","62.11","61.88","62.30","0.42","0.68","1,77,77,117","111.55","78.15","28.75","-1.77","108.39"
"AARTIIND","593.00","601.95","590.00","591.05","595.00","3.95","0.67","19,27,427","114.82","769.25","438.00","-15.08","27.70"
"INDUSINDBK","1,428.90","1,438.50","1,420.60","1,428.10","1,437.50","9.40","0.66","24,14,043","345.96","1,694.50","1,329.20","1.49","0.61"
"HUDCO","253.10","256.10","250.75","251.90","253.55","1.65","0.66","70,61,118","178.55","353.70","67.65","-8.34","267.34"
"POLYCAB","6,679.20","6,735.10","6,650.00","6,664.00","6,707.50","43.50","0.65","1,47,853","98.97","7,331.45","3,801.00","0.92","30.82"
"CIPLA","1,633.00","1,644.35","1,624.30","1,620.15","1,630.70","10.55","0.65","12,48,269","204.18","1,681.60","1,132.00","8.25","32.88"
"NESTLEIND","2,529.00","2,547.90","2,514.00","2,516.75","2,532.75","16.00","0.64","15,22,039","386.20","2,769.30","2,187.34","0.23","-88.59"
"SANOFI","7,323.65","7,490.00","7,323.60","7,323.65","7,370.00","46.35","0.63","11,120","8.24","10,524.95","5,892.80","3.69","-4.31"
"WESTLIFE","800.00","804.80","789.00","799.35","804.40","5.05","0.63","1,37,200","10.91","1,000.00","708.95","1.52","-14.81"
"ATUL","8,001.00","8,109.95","7,960.05","7,951.20","8,000.00","48.80","0.61","2,79,597","224.62","8,135.40","5,174.85","2.27","8.34"
"INDIGO","4,815.05","4,844.95","4,760.30","4,808.50","4,837.70","29.20","0.61","6,36,042","306.09","4,943.80","2,333.35","12.00","98.04"
"LT","3,585.00","3,625.00","3,571.00","3,578.30","3,600.00","21.70","0.61","12,03,483","433.11","3,919.90","2,846.05","1.06","37.10"
"IRFC","169.00","171.84","168.85","168.33","169.35","1.02","0.61","1,50,88,916","256.89","229.00","65.75","-7.13","220.39"
"TIINDIA","3,909.65","3,974.80","3,900.00","3,896.85","3,920.00","23.15","0.59","1,59,258","62.62","4,681.70","2,879.25","-0.48","34.89"
"CGPOWER","665.65","679.00","663.00","664.15","668.00","3.85","0.58","13,91,056","93.19","783.75","359.20","-4.86","64.19"
"SKFINDIA","5,314.15","5,338.15","5,254.10","5,261.25","5,290.10","28.85","0.55","90,259","47.81","7,350.00","4,024.50","-5.16","2.69"
"ANURAS","765.00","774.65","765.00","763.15","767.25","4.10","0.54","1,11,250","8.56","1,106.30","720.40","-1.31","-22.52"
"AUBANK","720.95","724.50","713.00","714.20","718.00","3.80","0.53","21,48,085","154.28","813.40","553.70","8.01","-5.09"
"DALBHARAT","1,887.35","1,912.45","1,879.75","1,875.65","1,885.60","9.95","0.53","2,27,024","43.05","2,430.70","1,651.40","5.13","-10.95"
"UBL","2,069.00","2,091.20","2,061.70","2,066.70","2,077.65","10.95","0.53","1,59,048","33.06","2,182.45","1,535.10","2.64","32.59"
"ULTRACEMCO","11,539.90","11,639.45","11,460.50","11,494.35","11,555.00","60.65","0.53","2,37,496","274.25","12,078.00","8,045.05","-3.93","36.79"
"HAL","4,680.00","4,736.90","4,676.00","4,656.85","4,681.25","24.40","0.52","12,58,288","591.54","5,674.75","1,767.80","-0.34","18.73"
"BLS","447.70","452.80","444.50","444.60","446.90","2.30","0.52","23,00,847","103.07","463.50","229.80","17.91","47.56"
"KAYNES","4,651.80","4,760.00","4,625.00","4,624.10","4,648.00","23.90","0.52","1,97,814","92.50","5,380.00","1,986.10","9.20","138.78"
"VIPIND","506.65","514.70","501.30","503.40","506.00","2.60","0.52","8,57,469","43.63","715.00","428.50","7.01","-26.29"
"IEX","214.10","217.30","212.60","213.52","214.61","1.09","0.51","1,42,29,854","305.87","217.30","121.35","4.25","54.56"
"JSWSTEEL","934.10","948.50","929.80","934.25","939.00","4.75","0.51","13,88,455","130.53","968.90","723.00","4.62","16.70"
"CGCL","213.82","215.46","211.27","213.82","214.88","1.06","0.50","1,95,294","4.17","289.25","183.03","-3.98","-74.51"
"JWL","511.30","516.00","489.60","508.50","511.00","2.50","0.49","16,38,483","82.30","748.10","266.80","-5.83","59.68"
"RVNL","569.90","578.80","563.20","562.90","565.55","2.65","0.47","75,91,740","431.99","647.00","142.15","2.98","339.19"
"SRF","2,527.50","2,564.95","2,525.00","2,529.15","2,540.70","11.55","0.46","3,51,145","89.44","2,693.95","2,082.25","1.66","7.57"
"LICI","1,034.00","1,045.00","1,030.00","1,029.30","1,034.00","4.70","0.46","7,49,982","77.74","1,222.00","597.35","-9.77","64.81"
"BLUESTARCO","1,811.35","1,811.35","1,784.05","1,789.30","1,797.40","8.10","0.45","3,01,275","54.19","1,897.80","772.40","-0.66","128.63"
"BATAINDIA","1,438.20","1,445.00","1,422.20","1,428.65","1,434.70","6.05","0.42","2,23,953","32.08","1,727.00","1,269.00","-10.29","-13.75"
"PGHH","16,389.20","16,498.00","16,250.10","16,380.85","16,449.00","68.15","0.42","5,062","8.29","19,250.00","15,345.40","-3.75","2.46"
"ABCAPITAL","217.49","220.74","216.25","216.75","217.65","0.90","0.42","26,15,686","57.05","246.90","155.00","4.03","19.56"
"IIFL","471.00","476.70","465.05","467.00","468.90","1.90","0.41","11,26,303","52.95","682.91","304.13","1.28","-23.34"
"METROPOLIS","2,161.95","2,196.65","2,159.80","2,153.65","2,162.30","8.65","0.40","2,28,988","49.78","2,196.65","1,360.05","2.68","57.00"
"AWL","362.00","366.50","361.15","360.45","361.80","1.35","0.37","11,95,332","43.44","410.50","285.80","-5.52","2.77"
"TIMKEN","3,715.15","3,772.80","3,687.00","3,701.40","3,715.00","13.60","0.37","68,448","25.36","4,817.90","2,524.50","-9.97","20.28"
"BSE","2,840.00","2,870.00","2,813.15","2,834.80","2,845.00","10.20","0.36","4,44,342","126.61","3,264.70","1,154.80","10.49","151.53"
"FEDERALBNK","186.29","186.68","184.51","184.99","185.64","0.65","0.35","48,49,579","89.95","206.59","137.25","-1.52","35.40"
"YESBANK","22.97","23.11","22.95","22.89","22.97","0.08","0.35","7,35,69,153","169.21","32.85","15.70","-7.23","36.08"
"HFCL","153.47","156.35","152.60","153.47","154.00","0.53","0.35","1,83,70,696","283.51","160.66","61.50","12.69","99.89"
"ASIANPAINT","3,290.00","3,310.00","3,270.90","3,280.75","3,292.05","11.30","0.34","9,28,920","306.11","3,422.95","2,670.10","0.65","-4.07"
"CREDITACC","1,207.00","1,229.90","1,202.85","1,205.85","1,210.00","4.15","0.34","1,25,264","15.23","1,796.00","1,153.00","-6.92","-13.35"
"HINDPETRO","424.40","424.40","417.15","421.40","422.80","1.40","0.33","59,44,511","249.94","457.15","159.47","7.66","67.45"
"BRITANNIA","5,980.05","6,010.00","5,930.05","5,939.45","5,959.00","19.55","0.33","3,37,831","201.61","6,010.00","4,347.70","2.36","30.57"
"IRCTC","927.10","933.70","922.00","927.00","930.05","3.05","0.33","12,56,105","116.54","1,138.90","635.55","-3.48","35.51"
"LUPIN","2,227.00","2,251.35","2,213.00","2,216.80","2,224.00","7.20","0.32","7,09,614","158.01","2,312.00","1,091.50","14.21","104.80"
"DATAPATTNS","2,765.00","2,791.00","2,715.05","2,726.50","2,735.00","8.50","0.31","1,45,127","39.82","3,655.00","1,735.00","-11.33","13.55"
"KEC","982.30","989.00","975.00","977.00","980.00","3.00","0.31","5,56,732","54.56","1,040.00","550.05","7.37","41.41"
"CHENNPETRO","908.50","914.80","895.10","897.10","899.85","2.75","0.31","7,29,036","65.68","1,275.00","475.20","-2.72","136.43"
"PATANJALI","1,930.00","1,946.00","1,917.75","1,924.20","1,930.00","5.80","0.30","5,80,191","112.10","1,992.20","1,169.95","13.87","-"
"HINDALCO","664.90","666.80","653.70","658.55","660.50","1.95","0.30","33,04,741","217.98","715.25","448.75","8.22","48.20"
"CUB","168.00","169.00","167.07","167.52","168.00","0.48","0.29","12,16,807","20.45","176.82","124.15","2.26","35.90"
"NAVINFLUOR","3,333.15","3,411.40","3,333.15","3,351.45","3,361.05","9.60","0.29","1,24,014","41.84","4,709.00","2,875.95","-8.54","-28.28"
"ERIS","1,468.55","1,479.00","1,437.00","1,461.20","1,465.30","4.10","0.28","1,61,215","23.55","1,522.05","792.35","23.84","70.89"
"HDFCBANK","1,654.00","1,654.00","1,638.00","1,646.50","1,650.80","4.30","0.26","1,33,03,323","2,192.64","1,794.00","1,363.55","-1.34","3.95"
"SPARC","235.49","236.00","229.20","231.02","231.62","0.60","0.26","7,32,642","17.03","472.80","196.10","-2.16","-11.58"
"UJJIVANSFB","42.82","43.20","42.55","42.56","42.67","0.11","0.26","96,41,531","41.28","63.00","40.00","-1.94","-10.02"
"SIEMENS","6,600.00","6,645.00","6,536.90","6,558.25","6,575.00","16.75","0.26","2,30,709","151.76","7,968.70","3,246.00","0.24","77.33"
"GODREJPROP","2,894.75","2,905.00","2,864.05","2,873.00","2,880.10","7.10","0.25","2,81,997","81.44","3,402.70","1,532.00","-3.08","77.00"
"NAM-INDIA","680.65","688.25","673.15","672.35","674.00","1.65","0.25","6,26,347","42.60","739.45","318.00","5.11","112.15"
"EQUITASBNK","81.96","82.75","80.90","81.70","81.90","0.20","0.24","28,37,935","23.19","116.50","74.60","-0.34","-8.43"
"POLICYBZR","1,751.00","1,776.70","1,735.05","1,741.20","1,745.30","4.10","0.24","6,09,220","106.88","1,849.90","661.30","18.09","130.19"
"KPRMILL","855.25","865.25","846.20","854.35","856.35","2.00","0.23","1,01,714","8.66","1,009.25","710.00","-2.04","11.19"
"VOLTAS","1,830.00","1,837.90","1,805.05","1,817.95","1,822.15","4.20","0.23","16,80,438","306.24","1,837.90","806.70","16.96","100.41"
"MARICO","680.20","684.50","675.30","676.00","677.55","1.55","0.23","19,42,309","132.31","692.80","486.30","-2.30","13.66"
"ITC","511.90","515.00","508.75","511.75","512.90","1.15","0.22","1,09,11,995","559.63","515.95","399.35","2.62","13.80"
"CAMS","4,285.00","4,298.00","4,240.00","4,247.95","4,257.40","9.45","0.22","1,28,634","54.76","4,910.00","2,230.00","-2.46","80.86"
"ICICIBANK","1,236.95","1,241.35","1,227.00","1,235.00","1,237.70","2.70","0.22","1,55,45,130","1,921.13","1,257.80","899.00","2.73","26.89"
"DEEPAKFERT","1,075.00","1,086.40","1,060.00","1,062.25","1,064.55","2.30","0.22","4,26,862","45.71","1,124.00","450.00","8.78","73.27"
"CHOLAHLDNG","1,826.95","1,853.95","1,800.05","1,806.15","1,810.00","3.85","0.21","1,67,950","30.81","1,889.00","961.10","4.15","66.21"
"CAPLIPOINT","2,010.15","2,050.00","1,997.45","2,010.15","2,014.00","3.85","0.19","1,76,209","35.65","2,158.80","954.00","16.20","73.77"
"DABUR","669.35","669.90","662.35","662.35","663.60","1.25","0.19","41,26,339","275.01","669.90","489.20","1.53","15.14"
"TRENT","7,156.00","7,200.00","7,095.50","7,136.65","7,149.95","13.30","0.19","3,76,043","268.60","7,325.00","1,945.00","29.26","246.99"
"SIGNATURE","1,462.85","1,470.00","1,458.00","1,458.30","1,461.00","2.70","0.19","5,32,717","77.99","1,575.00","444.00","5.03","-"
"ASTERDM","409.25","413.95","406.50","408.25","409.00","0.75","0.18","4,12,726","16.95","558.00","311.10","9.28","23.26"
"COROMANDEL","1,712.15","1,726.60","1,700.85","1,706.95","1,710.00","3.05","0.18","2,31,811","39.67","1,789.00","1,019.05","7.28","58.26"
"EIDPARRY","847.45","862.55","837.10","844.20","845.70","1.50","0.18","3,07,332","26.09","875.00","452.70","8.09","73.84"
"M&MFIN","325.10","327.90","322.30","324.50","325.05","0.55","0.17","13,79,597","44.84","333.45","237.35","2.91","5.08"
"UNITDSPR","1,518.55","1,519.75","1,500.10","1,504.05","1,506.50","2.45","0.16","5,91,925","89.41","1,519.75","981.35","3.75","-"
"ECLERX","2,776.20","2,794.05","2,736.25","2,776.20","2,780.00","3.80","0.14","77,001","21.27","2,995.00","1,689.05","19.01","78.72"
"GRSE","1,796.70","1,820.00","1,776.90","1,787.75","1,790.00","2.25","0.13","5,46,974","98.21","2,833.80","648.30","-22.16","122.00"
"GUJGASLTD","660.55","662.35","644.70","653.75","654.50","0.75","0.11","14,63,072","95.52","689.95","397.05","-7.60","32.52"
"WHIRLPOOL","2,140.25","2,159.95","2,119.20","2,138.60","2,141.00","2.40","0.11","81,536","17.44","2,280.00","1,186.10","2.46","33.83"
"LALPATHLAB","3,378.00","3,432.00","3,351.05","3,378.70","3,382.25","3.55","0.11","1,23,772","41.87","3,459.40","1,943.70","10.36","55.25"
"IOC","176.11","176.74","174.55","175.34","175.51","0.17","0.10","1,48,75,095","261.15","196.80","85.50","-0.18","98.73"
"DRREDDY","6,694.00","6,697.80","6,613.15","6,655.90","6,661.50","5.60","0.08","4,65,624","309.71","7,107.45","5,205.55","0.96","26.04"
"TATASTEEL","150.50","151.59","148.81","149.47","149.59","0.12","0.08","4,16,07,844","623.78","184.60","114.60","-3.45","20.24"
"DOMS","2,739.95","2,793.90","2,732.25","2,732.05","2,734.15","2.10","0.08","1,58,826","43.79","2,793.90","1,225.60","12.94","-"
"TATAELXSI","7,879.95","8,024.00","7,830.90","7,839.05","7,845.00","5.95","0.08","3,58,444","284.06","9,200.00","6,411.20","15.77","9.84"
"MANAPPURAM","205.15","206.70","202.81","204.69","204.84","0.15","0.07","32,29,516","66.09","230.40","125.35","2.98","42.26"
"VARROC","570.00","579.55","568.05","570.60","571.00","0.40","0.07","2,38,841","13.73","716.90","404.00","-10.39","34.45"
"DLF","830.30","836.00","820.90","826.75","827.30","0.55","0.07","21,72,160","180.13","967.60","512.55","0.08","67.93"
"BANKBARODA","237.30","237.45","235.00","235.55","235.70","0.15","0.06","1,01,35,668","239.24","299.70","187.85","2.63","31.22"
"BLUEDART","8,218.55","8,218.55","8,088.05","8,128.40","8,131.40","3.00","0.04","4,404","3.60","8,980.00","5,486.60","-0.90","28.00"
"GSPL","439.90","439.90","431.00","434.20","434.35","0.15","0.03","44,71,636","194.36","469.70","254.50","29.25","59.58"
"NHPC","95.19","96.28","94.87","94.87","94.90","0.03","0.03","1,32,09,197","126.08","118.40","48.40","-6.96","91.28"
"RATNAMANI","3,859.60","3,891.95","3,792.35","3,818.95","3,820.00","1.05","0.03","34,324","13.16","3,938.80","2,510.15","2.36","42.20"
"BERGEPAINT","601.00","609.30","600.30","602.35","602.50","0.15","0.02","11,56,637","69.85","679.75","439.00","3.78","-20.67"
"PAGEIND","40,400.00","40,834.90","40,316.10","40,316.10","40,316.10","-","-","8,622","34.96","42,922.00","33,070.05","-0.66","6.78"
"VEDL","439.80","444.00","436.95","460.25","440.15","-0.10","-0.02","1,31,92,375","581.37","506.75","208.00","7.89","98.37"
"KPITTECH","1,772.70","1,774.95","1,728.00","1,750.40","1,750.00","-0.40","-0.02","6,36,244","111.14","1,928.70","1,038.00","-0.48","51.17"
"RELIANCE","2,921.00","2,944.10","2,915.15","2,924.90","2,924.00","-0.90","-0.03","53,84,130","1,576.88","3,217.60","2,220.30","0.69","25.14"
"KOTAKBANK","1,798.00","1,799.65","1,778.05","1,790.15","1,789.55","-0.60","-0.03","34,97,612","626.40","1,926.50","1,543.85","-1.26","0.55"
"IDFCFIRSTB","72.86","73.40","72.00","72.62","72.58","-0.04","-0.06","2,54,88,563","185.12","98.40","70.43","-0.63","-20.94"
"EPL","259.00","262.56","255.56","256.81","256.65","-0.16","-0.06","14,90,198","38.48","269.00","169.60","12.86","27.15"
"PNB","110.19","110.63","109.37","109.63","109.55","-0.08","-0.07","1,24,98,926","137.35","142.90","66.25","-3.07","78.24"
"AFFLE","1,587.15","1,609.00","1,568.10","1,580.20","1,579.00","-1.20","-0.08","2,35,158","37.28","1,715.00","988.15","10.02","51.38"
"HDFCAMC","4,429.90","4,448.40","4,323.50","4,401.40","4,397.95","-3.45","-0.08","5,12,789","224.07","4,546.20","2,525.15","7.19","81.82"
"NATCOPHARM","1,556.70","1,585.90","1,535.20","1,546.25","1,545.00","-1.25","-0.08","7,62,007","118.93","1,598.00","724.20","12.42","70.35"
"SUNTV","805.40","821.00","802.05","810.80","810.00","-0.80","-0.10","4,20,386","34.26","921.00","567.60","-7.91","32.39"
"AUROPHARMA","1,528.00","1,534.70","1,515.20","1,518.50","1,516.85","-1.65","-0.11","8,77,176","133.39","1,584.45","834.65","8.74","90.10"
"JUBLPHARMA","1,020.95","1,044.80","1,010.05","1,031.20","1,030.00","-1.20","-0.12","11,20,844","114.99","1,048.00","318.75","8.00","95.70"
